"Destination English Name","Country","State/Provence","Nearest City","Destination Official Name"
"Reims","France","Grand Est","Reims","Reims"
"Dune of Pilat","France","Nouvelle-Aquitaine","Arcachon","Grande Dune du Pilat"
"Calanques National Park","France","Provence-Alpes-Cote dAzur","Marseille","Calanques National Park"
"Corsica","France","Corsica","Ajaccio","Corsica"
"Nimes","France","Occitanie","Nimes","Nimes"
"Lille","France","Hauts-de-France","Lille","Lille"
"Toulouse","France","Occitanie","Toulouse","Toulouse"
"Colmar","France","Grand Est","Colmar","Colmar"
"Biarritz","France","Nouvelle-Aquitaine","Biarritz","Biarritz"
"Aix-en-Provence","France","Provence-Alpes-Cote dAzur","Aix-en-Provence","Aix-en-Provence"
"Nantes","France","","Nantes","Nantes"
"Montpellier","France","","Montpellier","Montpellier"
"Rennes","France","","Rennes","Rennes"
"Le Havre","France","","Le Havre","Le Havre"
"Saint-Étienne","France","","Saint-Étienne","Saint-Étienne"
"Toulon","France","","Toulon","Toulon"
"Grenoble","France","","Grenoble","Grenoble"
"Dijon","France","","Dijon","Dijon"
"Angers","France","","Angers","Angers"
"Saint-Denis","France","La Réunion","Saint-Denis","Saint-Denis"
"Villeurbanne","France","","Villeurbanne","Villeurbanne"
"Le Mans","France","","Le Mans","Le Mans"
"Nîmes","France","","Nîmes","Nîmes"
"Clermont-Ferrand","France","","Clermont-Ferrand","Clermont-Ferrand"
"Limoges","France","","Limoges","Limoges"
"Tours","France","","Tours","Tours"
"Amiens","France","","Amiens","Amiens"
"Metz","France","","Metz","Metz"
"Perpignan","France","","Perpignan","Perpignan"
"Besançon","France","","Besançon","Besançon"
"Boulogne-Billancourt","France","","Boulogne-Billancourt","Boulogne-Billancourt"
"Orléans","France","","Orléans","Orléans"
"Rouen","France","","Rouen","Rouen"
"Mulhouse","France","","Mulhouse","Mulhouse"
"Caen","France","","Caen","Caen"
"Nancy","France","","Nancy","Nancy"
"Saint-Paul","France","La Réunion","Saint-Paul","Saint-Paul"
"Argenteuil","France","","Argenteuil","Argenteuil"
"Montreuil","France","","Montreuil","Montreuil"
"Aast","France","","Aast","Aast"
"Abancourt","France","","Abancourt","Abancourt"
"Abbans-Dessus","France","","Abbans-Dessus","Abbans-Dessus"
"Abbaretz","France","","Abbaretz","Abbaretz"
"Abbecourt","France","","Abbecourt","Abbecourt"
"Abbeville","France","","Abbeville","Abbeville"
"Abbeville-les-Conflans","France","","Abbeville-les-Conflans","Abbeville-les-Conflans"
"Abeilhan","France","","Abeilhan","Abeilhan"
"Abere","France","","Abere","Abere"
"Abergement-Saint-Jean","France","","Abergement-Saint-Jean","Abergement-Saint-Jean"
"Abilly","France","","Abilly","Abilly"
"Ablain-Saint-Nazaire","France","","Ablain-Saint-Nazaire","Ablain-Saint-Nazaire"
"Ablaincourt-Pressoir","France","","Ablaincourt-Pressoir","Ablaincourt-Pressoir"
"Ablainzevelle","France","","Ablainzevelle","Ablainzevelle"
"Ablis","France","","Ablis","Ablis"
"Ablon-sur-Seine","France","","Ablon-sur-Seine","Ablon-sur-Seine"
"Abondance","France","","Abondance","Abondance"
"Abondant","France","","Abondant","Abondant"
"Abreschviller","France","","Abreschviller","Abreschviller"
"Abrest","France","","Abrest","Abrest"
"Abscon","France","","Abscon","Abscon"
"Abzac","France","","Abzac","Abzac"
"Achatel","France","","Achatel","Achatel"
"Achenheim","France","","Achenheim","Achenheim"
"Acheres","France","","Acheres","Acheres"
"Acheville","France","","Acheville","Acheville"
"Achicourt","France","","Achicourt","Achicourt"
"Achiet-le-Grand","France","","Achiet-le-Grand","Achiet-le-Grand"
"Achiet-le-Petit","France","","Achiet-le-Petit","Achiet-le-Petit"
"Acigne","France","","Acigne","Acigne"
"Acq","France","","Acq","Acq"
"Acquigny","France","","Acquigny","Acquigny"
"Acy-en-Multien","France","","Acy-en-Multien","Acy-en-Multien"
"Adam-les-Vercel","France","","Adam-les-Vercel","Adam-les-Vercel"
"Adamswiller","France","","Adamswiller","Adamswiller"
"Adelans-et-le-Val-de-Bithaine","France","","Adelans-et-le-Val-de-Bithaine","Adelans-et-le-Val-de-Bithaine"
"Adissan","France","","Adissan","Adissan"
"Adriers","France","","Adriers","Adriers"
"Afa","France","","Afa","Afa"
"Agay","France","","Agay","Agay"
"Agde","France","","Agde","Agde"
"Agen","France","","Agen","Agen"
"Agneaux","France","","Agneaux","Agneaux"
"Agnetz","France","","Agnetz","Agnetz"
"Agnin","France","","Agnin","Agnin"
"Agnos","France","","Agnos","Agnos"
"Agny","France","","Agny","Agny"
"Aguilcourt","France","","Aguilcourt","Aguilcourt"
"Ahaxe-Alciette-Bascassan","France","","Ahaxe-Alciette-Bascassan","Ahaxe-Alciette-Bascassan"
"Vanoise National Park","France","Auvergne-Rhone-Alpes","Pralognan-la-Vanoise","Vanoise National Park"
"Ecrins National Park","France","Provence-Alpes-Cote dAzur","Briancon","Ecrins National Park"
"Mercantour National Park","France","Provence-Alpes-Cote dAzur","Saint-Martin-Vesubie","Mercantour National Park"
"Pyrenees National Park","France","Occitanie","Cauterets","Pyrenees National Park"
"Cevennes National Park","France","Occitanie","Florac","Cevennes National Park"
"Camargue Regional Nature Park","France","Provence-Alpes-Cote dAzur","Arles","Camargue Regional Nature Park"
"Verdon Gorge","France","Provence-Alpes-Cote dAzur","Moustiers-Sainte-Marie","Verdon Gorge"
"Cayenne","French Guiana","","Cayenne","Cayenne"
"Papeetē","French Polynesia","","Papeetē","PAPEETE"
"Arue","French Polynesia","","Arue","Arue"
"Faaa","French Polynesia","","Faaa","Faaa"
"Mahina","French Polynesia","","Mahina","Mahina"
"Paeau","French Polynesia","","Paeau","Paeau"
"Port-aux-Français","French Southern and Antarctic Lands","","Port-aux-Français","Port-aux-Français"
"LIBREVILLE","Gabon","","LIBREVILLE","LIBREVILLE"
"Gamba","Gabon","","Gamba","Gamba"
"Mamagnia","Gabon","","Mamagnia","Mamagnia"
"Moanda","Gabon","","Moanda","Moanda"
"Port-Gentil","Gabon","","Port-Gentil","Port-Gentil"
"Cocobeach","Gabon","","Cocobeach","Cocobeach"
"Ntoum","Gabon","","Ntoum","Ntoum"
"Franceville","Gabon","","Franceville","Franceville"
"Lékoni","Gabon","","Lékoni","Lékoni"
"Mounana","Gabon","","Mounana","Mounana"
"Okondja","Gabon","","Okondja","Okondja"
"Lambaréné","Gabon","","Lambaréné","Lambaréné"
"Ndjolé","Gabon","","Ndjolé","Ndjolé"
"Fougamou","Gabon","","Fougamou","Fougamou"
"Mbigou","Gabon","","Mbigou","Mbigou"
"Mimongo","Gabon","","Mimongo","Mimongo"
"Mouila","Gabon","","Mouila","Mouila"
"BANJU","Gambia","","BANJU","BANJU"
"Banjul","Gambia","","Banjul","Banjul"
"Central River","Gambia","","Central River","Central River"
"Lower River","Gambia","","Lower River","Lower River"
"North Bank","Gambia","","North Bank","North Bank"
"Upper River","Gambia","","Upper River","Upper River"
"Western","Gambia","","Western","Western"
"TBILISI","Georgia","","TBILISI","TBILISI"
"Kutaisi","Georgia","","Kutaisi","Kutaisi"
"Batumi","Georgia","","Batumi","Batumi"
"Rustavi","Georgia","","Rustavi","Rustavi"
"Gogolesubani","Georgia","","Gogolesubani","Gogolesubani"
"Lentekhi","Georgia","","Lentekhi","Lentekhi"
"Qazbegi","Georgia","","Qazbegi","Qazbegi"
"Samtredia","Georgia","","Samtredia","Samtredia"
"Sukhumi","Georgia","","Sukhumi","Sukhumi"
"Zemo-Avchala","Georgia","","Zemo-Avchala","Zemo-Avchala"
"Zugdidi","Georgia","","Zugdidi","Zugdidi"
"Akhaldaba","Georgia","","Akhaldaba","Akhaldaba"
"Chakvi","Georgia","","Chakvi","Chakvi"
"Dioknisi","Georgia","","Dioknisi","Dioknisi"
"Khelvachauri","Georgia","","Khelvachauri","Khelvachauri"
"Khulo","Georgia","","Khulo","Khulo"
"Kobuleti","Georgia","","Kobuleti","Kobuleti"
"Berlin","Germany","Berlin","Berlin","Berlin"
"Munich","Germany","Bavaria","Munich","Munich"
"Hamburg","Germany","Hamburg","Hamburg","Hamburg"
"Cologne","Germany","North Rhine-Westphalia","Cologne","Cologne"
"Frankfurt","Germany","Hesse","Frankfurt","Frankfurt"
"Black Forest","Germany","Baden-Wurttemberg","Freiburg","Black Forest"
"Neuschwanstein Castle","Germany","Bavaria","Fussen","Neuschwanstein Castle"
"Dresden","Germany","Saxony","Dresden","Dresden"
"Heidelberg","Germany","Baden-Wurttemberg","Heidelberg","Heidelberg"
"Nuremberg","Germany","Bavaria","Nuremberg","Nuremberg"
"München","Germany","","München","München"
"Köln","Germany","","Köln","Köln"
"Frankfurt am Main","Germany","","Frankfurt am Main","Frankfurt am Main"
"Stuttgart","Germany","","Stuttgart","Stuttgart"
"Düsseldorf","Germany","","Düsseldorf","Düsseldorf"
"Dortmund","Germany","","Dortmund","Dortmund"
"Essen","Germany","","Essen","Essen"
"Bremen","Germany","","Bremen","Bremen"
"Leipzig","Germany","","Leipzig","Leipzig"
"Hannover","Germany","","Hannover","Hannover"
"Nürnberg","Germany","","Nürnberg","Nürnberg"
"Duisburg","Germany","","Duisburg","Duisburg"
"Bochum","Germany","","Bochum","Bochum"
"Wuppertal","Germany","","Wuppertal","Wuppertal"
"Bielefeld","Germany","","Bielefeld","Bielefeld"
"Bonn","Germany","","Bonn","Bonn"
"Münster","Germany","Westf.","Münster","Münster"
"Karlsruhe","Germany","","Karlsruhe","Karlsruhe"
"Mannheim","Germany","","Mannheim","Mannheim"
"Augsburg","Germany","","Augsburg","Augsburg"
"Wiesbaden","Germany","","Wiesbaden","Wiesbaden"
"Gelsenkirchen","Germany","","Gelsenkirchen","Gelsenkirchen"
"Mönchengladbach","Germany","","Mönchengladbach","Mönchengladbach"
"Braunschweig","Germany","","Braunschweig","Braunschweig"
"Chemnitz","Germany","","Chemnitz","Chemnitz"
"Aachen","Germany","","Aachen","Aachen"
"Kiel","Germany","","Kiel","Kiel"
"Halle","Germany","","Halle","Halle"
"Magdeburg","Germany","","Magdeburg","Magdeburg"
"Krefeld","Germany","","Krefeld","Krefeld"
"Freiburg im Breisgau","Germany","","Freiburg im Breisgau","Freiburg im Breisgau"
"Lübeck","Germany","","Lübeck","Lübeck"
"Oberhausen","Germany","","Oberhausen","Oberhausen"
"Erfurt","Germany","","Erfurt","Erfurt"
"Rostock","Germany","","Rostock","Rostock"
"Mainz","Germany","","Mainz","Mainz"
"Edgardo Angara","Ghana","","Edgardo Angara","ACCRA"
"Kumasi","Ghana","","Kumasi","Kumasi"
"Tamale","Ghana","","Tamale","Tamale"
"Takoradi","Ghana","","Takoradi","Takoradi"
"Tema","Ghana","","Tema","Tema"
"Sekondi","Ghana","","Sekondi","Sekondi"
"Bawku","Ghana","","Bawku","Bawku"
"Berekum","Ghana","","Berekum","Berekum"
"Bolgatanga","Ghana","","Bolgatanga","Bolgatanga"
"Cape Coast","Ghana","","Cape Coast","Cape Coast"
"Home","Ghana","","Home","Home"
"Koforidua","Ghana","","Koforidua","Koforidua"
"Legon","Ghana","","Legon","Legon"
"Mampong","Ghana","","Mampong","Mampong"
"Navrongo","Ghana","","Navrongo","Navrongo"
"Sunyani","Ghana","","Sunyani","Sunyani"
"Wa","Ghana","","Wa","Wa"
"Winneba","Ghana","","Winneba","Winneba"
"Agogo","Ghana","","Agogo","Agogo"
"Bekwai","Ghana","","Bekwai","Bekwai"
"Ejura","Ghana","","Ejura","Ejura"
"Konongo","Ghana","","Konongo","Konongo"
"Obuase","Ghana","","Obuase","Obuase"
"Tafo","Ghana","","Tafo","Tafo"
"GIBRALTAR","Gibraltar","","GIBRALTAR","GIBRALTAR"
"Athens","Greece","Attica","Athens","Athens"
"Santorini","Greece","South Aegean","Fira","Santorini"
"Mykonos","Greece","South Aegean","Mykonos Town","Mykonos"
"Crete","Greece","Crete","Heraklion","Crete"
"Rhodes","Greece","South Aegean","Rhodes","Rhodes"
"Meteora","Greece","Thessaly","Kalabaka","Meteora"
"Corfu","Greece","Ionian Islands","Corfu Town","Corfu"
"Thessaloniki","Greece","Central Macedonia","Thessaloniki","Thessaloniki"
"ATHINAI","Greece","","ATHINAI","ATHINAI"
"Patrai","Greece","","Patrai","Patrai"
"Pireas","Greece","","Pireas","Pireas"
"Larissa","Greece","","Larissa","Larissa"
"Iraclion","Greece","","Iraclion","Iraclion"
"Pésterion","Greece","","Pésterion","Pésterion"
"Calithèa","Greece","","Calithèa","Calithèa"
"Aegina","Greece","","Aegina","Aegina"
"Agioi Anargyroi","Greece","","Agioi Anargyroi","Agioi Anargyroi"
"Agios Nikolaos","Greece","","Agios Nikolaos","Agios Nikolaos"
"Agrinio","Greece","","Agrinio","Agrinio"
"Aigaleo","Greece","","Aigaleo","Aigaleo"
"Aigio","Greece","","Aigio","Aigio"
"Alexandreia","Greece","","Alexandreia","Alexandreia"
"Alexandroupoli","Greece","","Alexandroupoli","Alexandroupoli"
"Aliartos","Greece","","Aliartos","Aliartos"
"Alimos","Greece","","Alimos","Alimos"
"Amaliada","Greece","","Amaliada","Amaliada"
"Anavyssos","Greece","","Anavyssos","Anavyssos"
"Andravida","Greece","","Andravida","Andravida"
"Ano Liosia","Greece","","Ano Liosia","Ano Liosia"
"Archaia Nemea","Greece","","Archaia Nemea","Archaia Nemea"
"NUUK","Greenland","GODTHAB","NUUK","NUUK"
"Aasiaat","Greenland","","Aasiaat","Aasiaat"
"Ilulissat","Greenland","","Ilulissat","Ilulissat"
"Kapisillit","Greenland","","Kapisillit","Kapisillit"
"Maniitsoq","Greenland","","Maniitsoq","Maniitsoq"
"Narsaq","Greenland","","Narsaq","Narsaq"
"Narsarsuaq","Greenland","","Narsarsuaq","Narsarsuaq"
"Nuussuaq","Greenland","","Nuussuaq","Nuussuaq"
"Paamiut","Greenland","","Paamiut","Paamiut"
"Qaqortoq","Greenland","","Qaqortoq","Qaqortoq"
"Qasigiannguit","Greenland","","Qasigiannguit","Qasigiannguit"
"Qeqertarsuaq","Greenland","","Qeqertarsuaq","Qeqertarsuaq"
"Qeqertat","Greenland","","Qeqertat","Qeqertat"
"Sisimiut","Greenland","","Sisimiut","Sisimiut"
"Tasiilaq","Greenland","","Tasiilaq","Tasiilaq"
"Upernavik","Greenland","","Upernavik","Upernavik"
"Uummannaq Kommune","Greenland","","Uummannaq Kommune","Uummannaq Kommune"
"ST. GEORGE'S","Grenada","","ST. GEORGE'S","ST. GEORGE'S"
"Carriacou and Petit Martinique","Grenada","","Carriacou and Petit Martinique","Carriacou and Petit Martinique"
"Saint Andrew","Grenada","","Saint Andrew","Saint Andrew"
"Saint David","Grenada","","Saint David","Saint David"
"Saint George","Grenada","","Saint George","Saint George"
"Pointe-à-Pitre","Guadeloupe","","Pointe-à-Pitre","Pointe-à-Pitre"
"BASSE-TERRE","Guadeloupe","","BASSE-TERRE","BASSE-TERRE"
"Hagåtña","Guam","","Hagåtña","AGANA"
"Barrigada Village","Guam","","Barrigada Village","Barrigada Village"
"Dededo Village","Guam","","Dededo Village","Dededo Village"
"Inarajan Village","Guam","","Inarajan Village","Inarajan Village"
"Santa Rita","Guam","","Santa Rita","Santa Rita"
"Tamuning-Tumon-Harmon Village","Guam","","Tamuning-Tumon-Harmon Village","Tamuning-Tumon-Harmon Village"
"Guatemala City","Guatemala","","Guatemala City","CUIDAD DE GUATEMALA"
"Mixco","Guatemala","","Mixco","Mixco"
"Villa Nueva","Guatemala","","Villa Nueva","Villa Nueva"
"Quetzaltenango","Guatemala","","Quetzaltenango","Quetzaltenango"
"Escuintla","Guatemala","","Escuintla","Escuintla"
"Antigua Guatemala","Guatemala","","Antigua Guatemala","Antigua Guatemala"
"Cambote","Guatemala","","Cambote","Cambote"
"Catarina","Guatemala","","Catarina","Catarina"
"Central","Guatemala","","Central","Central"
"Chimaltenango","Guatemala","","Chimaltenango","Chimaltenango"
"Chiquimula","Guatemala","","Chiquimula","Chiquimula"
"Ciudad Vieja","Guatemala","","Ciudad Vieja","Ciudad Vieja"
"Coban","Guatemala","","Coban","Coban"
"El Limon","Guatemala","","El Limon","El Limon"
"El Naranjo","Guatemala","","El Naranjo","El Naranjo"
"El Salvador","Guatemala","","El Salvador","El Salvador"
"Esquipulas","Guatemala","","Esquipulas","Esquipulas"
"Flores","Guatemala","","Flores","Flores"
"ST. PETER PORT","Guernsey","","ST. PETER PORT","ST. PETER PORT"
"CONAKRY","Guinea","","CONAKRY","CONAKRY"
"BISSAU","Guinea","","BISSAU","BISSAU"
"Kindia","Guinea","","Kindia","Kindia"
"Nzérékoré","Guinea","","Nzérékoré","Nzérékoré"
"Kankan","Guinea","","Kankan","Kankan"
"PORT MORESBY","Guinea","","PORT MORESBY","PORT MORESBY"
"Labé","Guinea","","Labé","Labé"
"MALABO","Guinea","","MALABO","MALABO"
"Dabola","Guinea","","Dabola","Dabola"
"Kalia","Guinea","","Kalia","Kalia"
"Lola","Guinea","","Lola","Lola"
"Mamou","Guinea","","Mamou","Mamou"
"Port Kamsar","Guinea","","Port Kamsar","Port Kamsar"
"Sangaredi","Guinea","","Sangaredi","Sangaredi"
"Boffa","Guinea","","Boffa","Boffa"
"Boké","Guinea","","Boké","Boké"
"Boke Prefecture","Guinea","","Boke Prefecture","Boke Prefecture"
"BISSAU","Guinea-Bissau","","BISSAU","BISSAU"
"Bafata","Guinea-Bissau","","Bafata","Bafata"
"Biombo","Guinea-Bissau","","Biombo","Biombo"
"Bolama","Guinea-Bissau","","Bolama","Bolama"
"Cacheu","Guinea-Bissau","","Cacheu","Cacheu"
"Gabu","Guinea-Bissau","","Gabu","Gabu"
"Oio","Guinea-Bissau","","Oio","Oio"
"Quinara","Guinea-Bissau","","Quinara","Quinara"
"GEORGETOWN","Guyana","","GEORGETOWN","GEORGETOWN"
"Barima-Waini","Guyana","","Barima-Waini","Barima-Waini"
"Cuyuni-Mazaruni","Guyana","","Cuyuni-Mazaruni","Cuyuni-Mazaruni"
"Demerara-Mahaica","Guyana","","Demerara-Mahaica","Demerara-Mahaica"
"East Berbice-Corentyne","Guyana","","East Berbice-Corentyne","East Berbice-Corentyne"
"Essequibo Islands-West Demerara","Guyana","","Essequibo Islands-West Demerara","Essequibo Islands-West Demerara"
"Mahaica-Berbice","Guyana","","Mahaica-Berbice","Mahaica-Berbice"
"Pomeroon-Supenaam","Guyana","","Pomeroon-Supenaam","Pomeroon-Supenaam"
"Potaro-Siparuni","Guyana","","Potaro-Siparuni","Potaro-Siparuni"
"Upper Demerara-Berbice","Guyana","","Upper Demerara-Berbice","Upper Demerara-Berbice"
"Upper Takutu-Upper Essequibo","Guyana","","Upper Takutu-Upper Essequibo","Upper Takutu-Upper Essequibo"
"Mabaruma","Guyana","","Mabaruma","Mabaruma"
"Carrefour","Haiti","","Carrefour","Carrefour"
"Delmar","Haiti","","Delmar","Delmar"
"Duverger","Haiti","","Duverger","Duverger"
"Jacmel","Haiti","","Jacmel","Jacmel"
"Masseau","Haiti","","Masseau","Masseau"
"Moise","Haiti","","Moise","Moise"
"Petionville","Haiti","","Petionville","Petionville"
"Port-au-Prince","Haiti","","Port-au-Prince","Port-au-Prince"
"Prince","Haiti","","Prince","Prince"
"Turgeau","Haiti","","Turgeau","Turgeau"
"Anse Rouge","Haiti","","Anse Rouge","Anse Rouge"
"Arrondissement de Saint-Marc","Haiti","","Arrondissement de Saint-Marc","Arrondissement de Saint-Marc"
"Désarmes","Haiti","","Désarmes","Désarmes"
"Dessalines","Haiti","","Dessalines","Dessalines"
"Ennery","Haiti","","Ennery","Ennery"
"Heard Island and McDonald Islands","Heard Island and McDonald Islands","","Heard Island and McDonald Islands","Heard Island and McDonald Islands"
"TEGUCIGALPA","Honduras","","TEGUCIGALPA","TEGUCIGALPA"
"San Pedro Sula","Honduras","","San Pedro Sula","San Pedro Sula"
"La Ceiba","Honduras","","La Ceiba","La Ceiba"
"Choloma","Honduras","","Choloma","Choloma"
"Honduras","Honduras","","Honduras","Honduras"
"Comayagua","Honduras","","Comayagua","Comayagua"
"Comayaguela","Honduras","","Comayaguela","Comayaguela"
"Coxen Hole","Honduras","","Coxen Hole","Coxen Hole"
"El Barro","Honduras","","El Barro","El Barro"
"El Paraiso","Honduras","","El Paraiso","El Paraiso"
"El Progreso","Honduras","","El Progreso","El Progreso"
"La Hacienda","Honduras","","La Hacienda","La Hacienda"
"Morazan","Honduras","","Morazan","Morazan"
"Nacaome","Honduras","","Nacaome","Nacaome"
"Pinalejo","Honduras","","Pinalejo","Pinalejo"
"Piraera","Honduras","","Piraera","Piraera"
"Puerto Lempira","Honduras","","Puerto Lempira","Puerto Lempira"
"City of Victoria","Hong Kong","","City of Victoria","HONG KONG SAR"
"Aberdeen","Hong Kong","","Aberdeen","Aberdeen"
"Causeway Bay","Hong Kong","","Causeway Bay","Causeway Bay"
"Central District","Hong Kong","","Central District","Central District"
"Cha Kwo Ling","Hong Kong","","Cha Kwo Ling","Cha Kwo Ling"
"Chai Wan Kok","Hong Kong","","Chai Wan Kok","Chai Wan Kok"
"Chek Chue","Hong Kong","","Chek Chue","Chek Chue"
"Cheung Kong","Hong Kong","","Cheung Kong","Cheung Kong"
"Cheung Sha Wan","Hong Kong","","Cheung Sha Wan","Cheung Sha Wan"
"Chuen Lung","Hong Kong","","Chuen Lung","Chuen Lung"
"Chung Hau","Hong Kong","","Chung Hau","Chung Hau"
"Fa Yuen","Hong Kong","","Fa Yuen","Fa Yuen"
"Fanling","Hong Kong","","Fanling","Fanling"
"Fo Tan","Hong Kong","","Fo Tan","Fo Tan"
"Happy Valley","Hong Kong","","Happy Valley","Happy Valley"
"Ho Man Tin","Hong Kong","","Ho Man Tin","Ho Man Tin"
"Hong Kong","Hong Kong","","Hong Kong","Hong Kong"
"Hung Hom","Hong Kong","","Hung Hom","Hung Hom"
"Kat O Sheung Wai","Hong Kong","","Kat O Sheung Wai","Kat O Sheung Wai"
"BUDAPEST","Hungary","","BUDAPEST","BUDAPEST"
"Debrecen","Hungary","","Debrecen","Debrecen"
"Miskolc","Hungary","","Miskolc","Miskolc"
"Szeged","Hungary","","Szeged","Szeged"
"Pécs","Hungary","","Pécs","Pécs"
"Györ","Hungary","","Györ","Györ"
"Nyiregyhaza","Hungary","","Nyiregyhaza","Nyiregyhaza"
"Kecskemét","Hungary","","Kecskemét","Kecskemét"
"Székesfehérvar","Hungary","","Székesfehérvar","Székesfehérvar"
"Abaujszanto","Hungary","","Abaujszanto","Abaujszanto"
"Abda","Hungary","","Abda","Abda"
"Abony","Hungary","","Abony","Abony"
"Acs","Hungary","","Acs","Acs"
"Acsa","Hungary","","Acsa","Acsa"
"Adacs","Hungary","","Adacs","Adacs"
"Adony","Hungary","","Adony","Adony"
"Agard","Hungary","","Agard","Agard"
"Ajak","Hungary","","Ajak","Ajak"
